node;ingest_year;num_alarms_per_year;sum_duration_hours;avg_duration_hours;total_tics
AV06U;2024;11;0.49;0.04;0
CX79M;2024;44;52.07;1.18;0
LX81M;2024;37;19.33;0.52;2
GC36L;2024;8;0.51;0.06;0
SE28L;2024;4;0.25;0.06;0
HX53A;2024;10;68.18;6.82;0
HX21R;2024;7;4.82;0.69;0
HX20R;2024;1;0.75;0.75;0
BI18Y;2024;29;18.85;0.65;0
TO06S;2024;43;188.77;4.39;69
VI03A;2024;15;4.76;0.32;0
MU84J;2024;27;9.58;0.35;0
TF18C;2024;18;0.45;0.03;0
AL45J;2024;12;2.91;0.24;0
MX61U;2024;8;3.08;0.39;0
JX10W;2024;32;7.23;0.23;0
MA61Q;2024;5;4.84;0.97;0
TF17V;2024;18;9.68;0.54;1
TF39C;2024;15;10.98;0.73;9
HU48J;2024;38;29.35;0.77;1
TF14R;2024;28;1.34;0.05;0
CS19A;2024;23;21.55;0.94;2
TO11L;2024;21;1.83;0.09;0
BI23A;2024;19;3.79;0.2;0
BX83R;2024;7;3.16;0.45;29
AL17K;2024;22;65.67;2.99;0
BX09O;2024;80;8.54;0.11;2
JX17C;2024;146;67.1;0.46;0
BU12U;2024;13;3.48;0.27;0
GC07W;2024;14;8.1;0.58;0
MA36A;2024;10;3.03;0.3;0
MA52I;2024;10;4.81;0.48;0
BA83W;2024;5;0.59;0.12;0
MU14O;2024;20;38.54;1.93;0
MU84H;2024;12;1.74;0.15;0
TE71R;2024;16;11.27;0.7;0
SX30Z;2024;1;0.75;0.75;0
AV68W;2024;8;2.92;0.37;0
AV19R;2024;30;5.71;0.19;1
BI33Z;2024;7;93.51;13.36;0
AX26A;2024;218;389.15;1.79;0
BX35D;2024;7;0.5;0.07;0
TX77Y;2024;11;3.35;0.3;0
GI79S;2024;33;9.71;0.29;0
BX04N;2024;12;15.24;1.27;115
BX02R;2024;14;11.73;0.84;115
TX02I;2024;21;86.99;4.14;0
MA54W;2024;17;8.3;0.49;0
VA04R;2024;22;6.89;0.31;1
LX50B;2024;4;0.08;0.02;0
CA25N;2024;57;25.92;0.45;15
CU64A;2024;26;77.34;2.97;13
BX65A;2024;21;65.53;3.12;0
BX37I;2024;85;7.48;0.09;26
MX87D;2024;28;2.1;0.08;0
TF76Q;2024;30;128.91;4.3;0
BA43W;2024;6;1.34;0.22;0
BA73J;2024;42;24.38;0.58;0
PO16C;2024;6;4.25;0.71;0
BX00P;2024;2;692.08;346.04;0
LE25I;2024;10;7.08;0.71;0
JX52K;2024;14;2.29;0.16;0
SE31L;2024;3;0.8;0.27;0
MA19I;2024;35;10.16;0.29;0
AV85W;2024;7;3.71;0.53;1
AV92W;2024;12;5.06;0.42;1
PO39G;2024;74;34.08;0.46;0
GU03F;2024;38;17.4;0.46;4
CO15O;2024;52;5.68;0.11;0
AX30E;2024;5;0.19;0.04;0
GC06F;2024;38;34.44;0.91;31
TE14M;2024;160;43.83;0.27;0
GC06N;2024;6;0.5;0.08;0
GC26C;2024;13;0.94;0.07;0
BX16U;2024;41;0.49;0.01;0
JX53K;2024;39;15.46;0.4;0
NA65A;2024;17;15.75;0.93;3
CS36F;2024;14;25.09;1.79;0
AX91Y;2024;6;5.74;0.96;0
AL63W;2024;30;5.4;0.18;0
GI18Z;2024;8;15.42;1.93;89
GI94X;2024;10;0.42;0.04;0
GI99Q;2024;28;1.33;0.05;0
TX03G;2024;26;68.71;2.64;0
LX15Y;2024;8;63.08;7.89;68
BX51T;2024;5;2.42;0.48;0
GI93T;2024;8;1.52;0.19;2
PO21L;2024;53;13.0;0.25;0
BI46T;2024;3;6.75;2.25;54
AV65W;2024;5;0.76;0.15;0
CX65I;2024;34;4.96;0.15;0
GC73M;2024;7;0.25;0.04;0
SE13D;2024;4;2.39;0.6;0
HX11C;2024;2;0.83;0.42;0
BA40Y;2024;21;7.32;0.35;0
VI09A;2024;12;11.59;0.97;0
CO82E;2024;70;11.32;0.16;0
HU19N;2024;12;3.1;0.26;0
MX01T;2024;29;266.58;9.19;36
TF11Y;2024;29;7.1;0.24;1
TF55C;2024;12;8.35;0.7;5
AL01K;2024;5;2.5;0.5;0
SE94V;2024;18;1.67;0.09;0
AL42D;2024;14;4.24;0.3;0
GC03H;2024;13;13.57;1.04;30
OX15Q;2024;4;18.84;4.71;7
TX03K;2024;9;7.41;0.82;0
TF05Y;2024;6;0.33;0.06;0
CR52N;2024;12;23.84;1.99;0
TF20G;2024;10;172.33;17.23;0
CC75W;2024;17;2.99;0.18;0
MA60A;2024;9;3.84;0.43;0
MA33A;2024;4;2.85;0.71;0
GC44N;2024;18;13.41;0.75;5
GC55F;2024;91;14.41;0.16;0
SG94W;2024;11;38.19;3.47;1
MX69P;2024;40;1.24;0.03;0
BX04D;2024;6;625.36;104.23;14
LX17A;2024;29;1.17;0.04;0
MA23L;2024;20;0.09;0.0;0
CC78W;2024;21;4.51;0.21;0
AX94E;2024;26;18.79;0.72;0
LX17Y;2024;61;75.16;1.23;0
AB39A;2024;18;2.66;0.15;0
MA12K;2024;6;398.0;66.33;4
CR91V;2024;228;674.28;2.96;0
LX02O;2024;5;0.68;0.14;0
GC37F;2024;67;20.9;0.31;1
SX61Z;2024;79;80.91;1.02;0
VA62G;2024;20;7.01;0.35;0
CA96D;2024;26;20.53;0.79;0
GI24N;2024;6;0.59;0.1;0
GI98F;2024;36;0.35;0.01;0
TX04O;2024;12;106.14;8.85;0
GI96W;2024;11;9.09;0.83;1
NA23A;2024;3;0.83;0.28;0
HX21C;2024;27;3.42;0.13;0
HX92W;2024;2;0.58;0.29;0
TF12V;2024;53;573.45;10.82;2144
BU46L;2024;13;30.42;2.34;6
CR01R;2024;27;31.17;1.15;0
LE36L;2024;16;22.41;1.4;0
MX49U;2024;9;4.08;0.45;9
TF44P;2024;40;3.53;0.09;0
TF61N;2024;21;10.16;0.48;1
BI29B;2024;9;43.84;4.87;5
TO54C;2024;68;56.04;0.82;0
AX08X;2024;16;3.57;0.22;0
PO17U;2024;5;0.83;0.17;0
ZX27A;2024;23;55.41;2.41;0
BI21C;2024;3;0.33;0.11;0
CX68I;2024;6;3.99;0.66;0
CC47W;2024;7;1.67;0.24;0
PO87R;2024;39;21.02;0.54;8
GC49F;2024;19;12.02;0.63;0
PO38M;2024;73;5.44;0.07;0
SX72Z;2024;10;22.2;2.22;0
SX80L;2024;6;2.81;0.47;0
VX30C;2024;12;11.52;0.96;0
GI91Q;2024;20;5.48;0.27;2
MA46O;2024;6;0.91;0.15;0
LX02I;2024;8;56.41;7.05;0
GC50F;2024;73;20.12;0.28;0
CA36L;2024;29;113.24;3.9;0
AX69X;2024;7;1.17;0.17;0
SS02A;2024;20;18.82;0.94;0
CS49A;2024;20;2.25;0.11;0
GI10W;2024;14;34.5;2.46;0
TX34X;2024;9;1.07;0.12;0
TX28X;2024;164;33.15;0.2;0
TX71X;2024;9;4.15;0.46;0
TX82W;2024;8;0.77;0.1;0
BX21U;2024;6;2.92;0.49;0
TX60V;2024;36;12.57;0.35;0
TX30Z;2024;3;1.92;0.64;0
TX09F;2024;11;18.94;1.72;0
GI06O;2024;21;14.81;0.71;50
MU80R;2024;31;49.74;1.6;0
AB01D;2024;22;8.43;0.38;0
GR87W;2024;36;6.02;0.17;0
GC43L;2024;14;1.91;0.14;0
BX20S;2024;6;6.42;1.07;0
CO07O;2024;22;4.82;0.22;0
CO14O;2024;30;4.49;0.15;0
AX94T;2024;12;0.67;0.06;0
MX63W;2024;30;1.87;0.06;0
MU05O;2024;2;0.84;0.42;0
BX11O;2024;3;2.75;0.92;0
MA02I;2024;17;103.62;6.1;0
TF30E;2024;48;85.34;1.78;883
TO06T;2024;17;3.07;0.18;0
LE37W;2024;21;62.73;2.99;0
BX72Z;2024;261;62.99;0.24;0
CC61J;2024;20;3.24;0.16;0
BX69V;2024;4;4.75;1.19;0
BX42V;2024;8;0.58;0.07;0
ZX29C;2024;8;4.5;0.56;0
BU07H;2024;24;41.1;1.71;38
PO95L;2024;13;60.36;4.64;0
JX55D;2024;62;5.73;0.09;0
GI02L;2024;9;8.69;0.97;0
MX52F;2024;16;11.23;0.7;0
GU68F;2024;5;3.71;0.74;0
GC11J;2024;80;61.05;0.76;2
MU49X;2024;25;8.76;0.35;0
MX37R;2024;3;3.72;1.24;0
CS80C;2024;14;10.92;0.78;11
TO34V;2024;130;611.58;4.7;0
GC08S;2024;8;3.9;0.49;0
SG81W;2024;816;268.04;0.33;17
CO32B;2024;166;694.06;4.18;0
BX17D;2024;2;16.02;8.01;0
AX51I;2024;7;127.32;18.19;2
C7584F2;2024;3;4.82;1.61;0
VX45P;2024;6;5.64;0.94;0
GI92N;2024;4;1.59;0.4;0
LX91T;2024;29;117.88;4.06;0
TX09Z;2024;9;55.15;6.13;0
TX78W;2024;3;1.66;0.55;0
BA84J;2024;5;18.92;3.78;8
BX77Z;2024;12;6.36;0.53;0
LX13X;2024;15;4.75;0.32;4
OX08R;2024;64;173.94;2.72;11
MA42P;2024;4;1.42;0.36;0
GR30G;2024;8;20.43;2.55;0
BA68J;2024;13;2.06;0.16;0
PX23I;2024;55;26.26;0.48;0
HX24W;2024;24;8.07;0.34;0
CX70W;2024;31;30.39;0.98;0
PM17Y;2024;20;8.5;0.43;0
LO20R;2024;4;57.68;14.42;0
OX17Q;2024;3;15.68;5.23;0
TF24F;2024;13;0.7;0.05;0
TF03S;2024;28;30.83;1.1;1
JX93K;2024;81;22.3;0.28;0
CR49T;2024;12;10.52;0.88;5
MA43W;2024;19;8.67;0.46;0
OX94A;2024;4;2.32;0.58;0
CC37W;2024;5;1.5;0.3;0
BU57N;2024;15;5.19;0.35;0
GR25V;2024;9;0.67;0.07;0
CC35J;2024;40;5.31;0.13;0
BA31Y;2024;37;15.07;0.41;0
SS41F;2024;14;18.8;1.34;0
BA59J;2024;10;4.42;0.44;0
GR48W;2024;45;21.37;0.47;0
BX94Q;2024;38;3.02;0.08;0
CR64Q;2024;53;24.61;0.46;218
ZA52W;2024;25;216.76;8.67;0
PO22W;2024;36;18.76;0.52;0
VX46B;2024;26;15.25;0.59;8
BX72N;2024;3;2929.16;976.39;56
GU38V;2024;63;95.71;1.52;0
HX32W;2024;46;5.26;0.11;0
TO27R;2024;39;60.88;1.56;570
LU72L;2024;41;50.21;1.22;5
GI16X;2024;44;4.71;0.11;0
TX34H;2024;232;25.51;0.11;0
TX01G;2024;8;2.74;0.34;0
TX09T;2024;22;70.71;3.21;1
GI48Z;2024;12;10.77;0.9;1
TX02M;2024;15;22.1;1.47;0
TX40Q;2024;4;1.76;0.44;0
AB11R;2024;11;6.92;0.63;0
VA29N;2024;19;6.67;0.35;1
SO54M;2024;11;14.53;1.32;0
NA17A;2024;25;21.42;0.86;3
AX54I;2024;84;37.01;0.44;0
LE65I;2024;47;9.59;0.2;0
BA41Y;2024;14;7.85;0.56;0
TF23C;2024;11;3.92;0.36;0
TF06R;2024;12;6.77;0.56;1
TF61P;2024;41;7.26;0.18;1
TF20F;2024;14;9.48;0.68;1
TF03R;2024;20;12.87;0.64;1
AL01J;2024;7;2.58;0.37;0
OX78W;2024;13;1350.51;103.89;0
MA08W;2024;22;12.86;0.58;1
BX41Z;2024;2;0.0;0.0;0
JX46D;2024;15;15.96;1.06;0
MU44Y;2024;10;3.43;0.34;0
BX27I;2024;5;1.69;0.34;0
MX78D;2024;18;8.7;0.48;0
MX80N;2024;10;7.06;0.71;12
VX10M;2024;1;168.0;168.0;0
LE72W;2024;16;2609.41;163.09;0
LE11W;2024;18;19.46;1.08;0
BA01Y;2024;24;4.9;0.2;0
CR26A;2024;45;44.98;1.0;0
BU63A;2024;23;4.94;0.21;0
TO11K;2024;128;601.59;4.7;0
GC05A;2024;25;1.34;0.05;2
LU53W;2024;22;3.82;0.17;0
PM28J;2024;7;4.14;0.59;0
OX78L;2024;24;7.07;0.29;0
TO38R;2024;30;3.69;0.12;0
LX05Y;2024;10;79.92;7.99;6
TX80Z;2024;19;1.92;0.1;0
TX62Z;2024;5;3.13;0.63;0
GI23W;2024;7;2.39;0.34;0
TX13E;2024;5;0.96;0.19;0
VX08W;2024;24;6.08;0.25;0
AV06R;2024;10;0.67;0.07;0
TF58D;2024;12;4.76;0.4;1
CC18W;2024;9;1.67;0.19;0
MX35R;2024;8;0.42;0.05;0
CX31G;2024;9;85.17;9.46;0
OX74I;2024;236;136.22;0.58;0
MA67W;2024;6;4.82;0.8;0
TF42I;2024;10;5.07;0.51;1
TF03N;2024;28;12.73;0.45;1
TF26H;2024;14;24.08;1.72;1
AL02R;2024;13;26.92;2.07;0
MX35W;2024;127;6.44;0.05;0
MA56K;2024;19;57.98;3.05;0
TF33R;2024;17;80.2;4.72;1
GR17J;2024;37;9.33;0.25;0
HU41J;2024;50;238.44;4.77;36
OR31W;2024;53;45.27;0.85;2
BU92N;2024;27;14.56;0.54;0
GC20Q;2024;21;13.55;0.65;0
GC37L;2024;7;0.34;0.05;0
AV03W;2024;83;23.78;0.29;68
GR85K;2024;54;11.57;0.21;0
GR00K;2024;61;29.66;0.49;0
BU18E;2024;11;4.03;0.37;0
BX83B;2024;28;5.72;0.2;0
MX86G;2024;60;11.68;0.19;0
GR14Z;2024;3;0.09;0.03;0
BX62D;2024;8;3.01;0.38;0
LX09L;2024;6;1.01;0.17;0
LX24H;2024;6;0.76;0.13;0
GC52M;2024;21;7.26;0.35;0
SX39W;2024;11;10.84;0.99;0
ZX06R;2024;42;36.36;0.87;0
MX55I;2024;23;1.99;0.09;0
JX14K;2024;10;3.74;0.37;0
GI94N;2024;4;0.75;0.19;0
TX81R;2024;39;206.59;5.3;0
TX66X;2024;5;1.33;0.27;0
BX44C;2024;5;2.62;0.52;0
BX66V;2024;7;5.33;0.76;0
BX10N;2024;58;2.5;0.04;0
GC42R;2024;12;45.63;3.8;0
MA22K;2024;22;7.83;0.36;0
CX43G;2024;42;1.85;0.04;0
PO65W;2024;25;6.14;0.25;0
HX69W;2024;5;0.66;0.13;0
GI02K;2024;12;53.77;4.48;49
GI18N;2024;3;0.58;0.19;0
GI20N;2024;3;55.67;18.56;0
OX45G;2024;5;1.51;0.3;0
SE23R;2024;29;3.33;0.11;0
TF44I;2024;10;4.91;0.49;1
TF30J;2024;16;4.27;0.27;0
TF42E;2024;31;15.77;0.51;0
TF30Y;2024;26;305.75;11.76;492
BU04L;2024;9;17.68;1.96;0
MX71R;2024;18;1.69;0.09;0
GU82K;2024;37;5.41;0.15;3
MX46G;2024;9;26.68;2.96;1
CA59D;2024;7;2.67;0.38;0
TE01T;2024;13;96.09;7.39;1
LU47L;2024;16;56.02;3.5;0
MA56I;2024;5;4.84;0.97;0
BA90Y;2024;103;62.48;0.61;0
JX62K;2024;25;2.82;0.11;0
VX02M;2024;4;1.83;0.46;0
PO31L;2024;19;4.08;0.21;0
PO85L;2024;3;0.0;0.0;0
AV57W;2024;13;4.54;0.35;1
MU68X;2024;15;68.52;4.57;0
LU33L;2024;6;0.92;0.15;0
AX61E;2024;11;1.52;0.14;0
W5283F4;2024;3;3.85;1.28;0
GC06Q;2024;7;13.22;1.89;1
PM57J;2024;5;1.33;0.27;0
OX39L;2024;19;3.58;0.19;0
TX78R;2024;5;0.62;0.12;0
TX06Q;2024;35;10.01;0.29;4
TX99E;2024;8;17.1;2.14;2
TX76Z;2024;26;28.35;1.09;4
GI05Z;2024;2;54.13;27.06;0
HX17H;2024;38;3.09;0.08;0
BI13S;2024;10;33.75;3.38;86
CA32Z;2024;24;7.28;0.3;0
LU10I;2024;22;207.18;9.42;5
GC74L;2024;12;1.07;0.09;0
SE57Y;2024;5;0.16;0.03;0
SA92W;2024;19;2.84;0.15;0
LE50L;2024;21;116.59;5.55;0
ZX09V;2024;10;5.59;0.56;0
TF64Q;2024;10;5.16;0.52;1
LE18L;2024;218;117.23;0.54;0
ZX56C;2024;10;4.03;0.4;0
LU03L;2024;475;89.78;0.19;17
CX80M;2024;11;2.93;0.27;0
GC77F;2024;12;50.34;4.2;0
BA46Z;2024;7;2.32;0.33;301
SO79M;2024;18;5.41;0.3;0
SE03S;2024;7;8.04;1.15;0
AV16M;2024;17;2.33;0.14;0
SE77W;2024;46;27.73;0.6;0
BU22N;2024;4;0.83;0.21;0
GC05Z;2024;32;3.13;0.1;0
CX14L;2024;14;11.65;0.83;0
LU10L;2024;2;0.0;0.0;0
LU97W;2024;12;6.83;0.57;0
SE85Y;2024;116;53.35;0.46;0
CX02I;2024;86;257.15;2.99;0
LX31M;2024;5;10.84;2.17;0
LX06W;2024;8;4.6;0.58;2
GI92L;2024;14;62.25;4.45;0
GI01Z;2024;49;93.34;1.9;99
BX45T;2024;4;3.21;0.8;0
TX75M;2024;3;0.19;0.06;0
TX93D;2024;24;6.06;0.25;0
TX70B;2024;22;73.43;3.34;68
LX08E;2024;26;9.96;0.38;0
AB11G;2024;29;2.16;0.07;1
AX42S;2024;6;18.42;3.07;0
GR13H;2024;40;7.48;0.19;0
GU01T;2024;8;0.5;0.06;0
AB01F;2024;62;8.18;0.13;0
GU03R;2024;20;4.41;0.22;0
VA53W;2024;24;4.09;0.17;3
SO71W;2024;5;4.07;0.81;1
HX61W;2024;12;37.75;3.15;0
HX35W;2024;13;10.5;0.81;1
VI12A;2024;4;4.1;1.03;0
AL09W;2024;14;2.5;0.18;0
AL09J;2024;8;2.55;0.32;0
CA94G;2024;13;3267.25;251.33;11
BX36R;2024;6;2.18;0.36;0
LE87W;2024;30;66.85;2.23;0
PO09M;2024;11;3.32;0.3;0
SG24W;2024;6;2.08;0.35;0
CC35W;2024;6;1.08;0.18;0
CA20Z;2024;25;59.24;2.37;1
LE19S;2024;4;1.16;0.29;0
PM14Y;2024;9;6.23;0.69;0
GR43T;2024;41;40.05;0.98;0
LU11R;2024;17;62.99;3.71;0
GR68K;2024;9;62.13;6.9;0
CA72D;2024;699;71.69;0.1;1
AV67W;2024;11;13.22;1.2;1
LX68M;2024;4;9.3;2.33;4
LE03L;2024;32;2.84;0.09;0
TX71B;2024;83;3.67;0.04;0
CX56L;2024;7;0.58;0.08;0
AV60W;2024;18;6.4;0.36;0
SE53B;2024;47;14.86;0.32;0
GR16Y;2024;17;4.6;0.27;0
GR31H;2024;30;5.84;0.19;0
GI76W;2024;13;4.57;0.35;0
LX78X;2024;7;134.45;19.21;0
LX15Z;2024;7;3.02;0.43;0
GI70A;2024;22;9.35;0.43;0
BX60K;2024;6;4.25;0.71;0
BY04W;2024;3;2.51;0.84;0
TX32X;2024;11;7.66;0.7;0
GI17Q;2024;9;2.55;0.28;0
LX45X;2024;14;6.82;0.49;0
TX25V;2024;19;31.27;1.65;0
MX84A;2024;23;2.07;0.09;0
JX21D;2024;238;20.38;0.09;0
VA51M;2024;21;4.25;0.2;1
NA59B;2024;17;1.5;0.09;0
GC81C;2024;8;0.09;0.01;0
HX70P;2024;2;0.75;0.38;0
AL60W;2024;44;7.79;0.18;0
PX49I;2024;25;4.42;0.18;0
SG01R;2024;29;4.07;0.14;0
SE80W;2024;26;189.26;7.28;11
BX46I;2024;28;1.26;0.05;0
GU26S;2024;32;9.92;0.31;83
BU20R;2024;37;2.99;0.08;0
MA17W;2024;7;2.84;0.41;0
GR41K;2024;58;11.37;0.2;0
GU07J;2024;6;167.16;27.86;0
LE53I;2024;6;1.47;0.24;0
AX26R;2024;19;3.32;0.17;0
CC92W;2024;17;1.64;0.1;0
MX69M;2024;16;18.74;1.17;0
BA56W;2024;22;52.73;2.4;0
CO53D;2024;15;1.96;0.13;0
CC04R;2024;64;26.6;0.42;0
AV25W;2024;11;7.84;0.71;1
SA33L;2024;8;3014.73;376.84;0
OX92W;2024;80;23.77;0.3;0
MX34E;2024;7;32.37;4.62;28
VA32N;2024;101;31.31;0.31;1
GC03S;2024;19;10.33;0.54;0
CC13J;2024;20;9.68;0.48;0
CE14A;2024;32;163.33;5.1;5
AL61K;2024;30;23.75;0.79;0
LX32Z;2024;3;4.84;1.61;1
BX48T;2024;14;9.04;0.65;0
GI27X;2024;9;1.96;0.22;0
GI91L;2024;3;55.77;18.59;0
VX10X;2024;47;93.89;2.0;0
GU20V;2024;53;39.1;0.74;0
CS41A;2024;27;7.68;0.28;0
GI89R;2024;36;1.47;0.04;0
GC55S;2024;13;61.83;4.76;1
SE36Y;2024;10;4.24;0.42;0
CO30D;2024;51;15.12;0.3;0
GC38S;2024;32;20.32;0.64;7
NA17D;2024;6;0.4;0.07;0
CC57J;2024;76;36.68;0.48;0
TF19M;2024;16;19.81;1.24;5
AL19M;2024;11;2.67;0.24;0
VA31I;2024;19;5.26;0.28;1
TO04A;2024;30;2.26;0.08;0
CC34W;2024;137;28.76;0.21;0
BX19Q;2024;35;31.51;0.9;12
BX18C;2024;7;7.23;1.03;0
NA06G;2024;28;1.01;0.04;0
GC22M;2024;10;4.33;0.43;0
CO29B;2024;114;394.88;3.46;0
SO28M;2024;25;5.01;0.2;0
CR23A;2024;33;40.95;1.24;45
TO91Q;2024;9;1.88;0.21;0
JX43W;2024;22;4.12;0.19;0
SE77Y;2024;115;17.08;0.15;0
CR61A;2024;74;16.17;0.22;219
MX75C;2024;5;1.42;0.28;0
CX70I;2024;20;1.72;0.09;0
GR57W;2024;49;96.65;1.97;2
AV77W;2024;14;1.88;0.13;1
BX42J;2024;1;9.33;9.33;0
BU72M;2024;14;60.68;4.33;0
VX29X;2024;33;9.77;0.3;0
LX01I;2024;12;27.07;2.26;0
LX36H;2024;42;8.53;0.2;0
LX65S;2024;7;3.08;0.44;2
ML04M;2024;12;3.03;0.25;0
MU93Y;2024;15;3.74;0.25;0
CS40A;2024;17;17.18;1.01;0
LX13Z;2024;6;139.5;23.25;2
LX60X;2024;4;4.25;1.06;0
TX98X;2024;2;0.19;0.1;0
GI51H;2024;42;16.96;0.4;65
TX81W;2024;7;57.48;8.21;0
BY59V;2024;3;4.4;1.47;0
TX24Z;2024;6;54.88;9.15;0
TX19Y;2024;8;91.26;11.41;70
TF12C;2024;15;2.44;0.16;0
AL99O;2024;4;20.28;5.07;2
VA22I;2024;7;3.6;0.51;1
GC58S;2024;28;87.08;3.11;0
SO52W;2024;7;0.51;0.07;0
MA69S;2024;41;14.73;0.36;0
GI94A;2024;39;69.4;1.78;84
CX69W;2024;14;1.57;0.11;0
CX37K;2024;8;11.09;1.39;0
TF50N;2024;22;3.19;0.15;0
MA88M;2024;52;3.29;0.06;0
OX64H;2024;6;0.93;0.16;0
MA51Q;2024;24;12.76;0.53;0
GR64W;2024;16;236.76;14.8;0
BX16A;2024;32;1.85;0.06;0
GU08D;2024;26;8.67;0.33;0
LE61I;2024;24;3.39;0.14;0
GC01C;2024;28;0.25;0.01;0
TF50C;2024;26;83.66;3.22;2
TF40L;2024;11;16.77;1.52;1
TF33G;2024;20;4.68;0.23;0
TF46P;2024;80;68.95;0.86;43
AL67W;2024;19;3.83;0.2;0
BA48W;2024;469;56.88;0.12;10
TF23Y;2024;4;0.42;0.11;0
SG58W;2024;9;1.44;0.16;0
CC40Y;2024;22;28.66;1.3;0
LU80L;2024;43;33.01;0.77;0
PO26I;2024;28;42.73;1.53;0
GR61K;2024;49;7.14;0.15;0
TO73R;2024;48;113.61;2.37;458
GU80N;2024;8;0.5;0.06;0
OR98W;2024;23;12.57;0.55;2
BU18L;2024;8;0.67;0.08;0
JX57W;2024;22;1.49;0.07;0
TF40S;2024;8;9.58;1.2;0
SO97W;2024;29;53.06;1.83;1
SX90W;2024;28;55.19;1.97;0
TO03Q;2024;26;5.27;0.2;0
GI84M;2024;206;59.33;0.29;5
CO07R;2024;22;14.87;0.68;0
PO54H;2024;38;23.49;0.62;0
BX66P;2024;15;5.38;0.36;0
GC05N;2024;35;6.41;0.18;0
MU39Y;2024;11;26.83;2.44;0
MA90D;2024;62;13.6;0.22;0
AV15R;2024;29;116.71;4.02;15
LX36M;2024;10;2.76;0.28;2
GI23N;2024;14;74.93;5.35;0
GI09C;2024;17;24.9;1.46;1
SA76W;2024;1;0.0;0.0;0
LX84X;2024;4;1.01;0.25;0
TF38R;2024;130;26.85;0.21;45
AV65M;2024;9;11.46;1.27;0
CA46N;2024;20;1.99;0.1;0
MA62W;2024;40;22.04;0.55;0
SO31W;2024;16;6.17;0.39;1
SO30M;2024;18;5.76;0.32;0
HX28W;2024;2;0.67;0.34;0
MX76V;2024;8;47.17;5.9;3
AL41J;2024;21;13.18;0.63;0
CA72B;2024;18;8.58;0.48;1
SG49W;2024;13;1.01;0.08;0
CC06W;2024;22;8.51;0.39;0
PO08I;2024;34;21.76;0.64;0
SE13Y;2024;14;0.83;0.06;0
TF11C;2024;12;2.36;0.2;0
TF43L;2024;22;9.07;0.41;6
CS29L;2024;9;2.09;0.23;0
ZX50O;2024;33;8.48;0.26;0
PO71T;2024;6;51.26;8.54;1
VX12E;2024;176;26.91;0.15;6
SO62M;2024;22;12.17;0.55;1
ZX20B;2024;72;26.74;0.37;13
VX74P;2024;1;325.01;325.01;0
AX08Q;2024;1;0.91;0.91;0
CW10E;2024;1;0.0;0.0;0
AX86Y;2024;15;9.33;0.62;0
AX60T;2024;9;8.11;0.9;0
BX43Q;2024;32;54.93;1.72;3
NA71C;2024;18;9.16;0.51;3
CO13B;2024;104;262.58;2.52;0
AV18W;2024;56;117.37;2.1;17
MA14E;2024;11;133.67;12.15;0
MA07E;2024;2;0.0;0.0;0
GI98H;2024;10;0.25;0.03;0
GI73R;2024;4;55.5;13.88;0
TX77Z;2024;12;2.45;0.2;0
GI37H;2024;28;132.12;4.72;4
SA46W;2024;9;5.08;0.56;0
BX28I;2024;19;10.91;0.57;2
SE27L;2024;4;3.61;0.9;0
A0266;2024;4;2.31;0.58;0
HX10W;2024;3;1.0;0.33;0
HX26R;2024;7;3.83;0.55;0
CX28W;2024;27;14.93;0.55;0
CYL4561;2024;1;0.0;0.0;0
LE30L;2024;2;2.08;1.04;0
MX01J;2024;103;131.59;1.28;5
LE66I;2024;50;29.96;0.6;0
CU05C;2024;23;15.5;0.67;6
TF57P;2024;15;1.09;0.07;0
TF22H;2024;42;5.23;0.12;1
BU85I;2024;14;8.11;0.58;0
TO98R;2024;88;40.05;0.46;67
GC25H;2024;10;0.59;0.06;0
GC50L;2024;17;5.68;0.33;0
CO02B;2024;22;18.38;0.84;0
AV96X;2024;18;12.44;0.69;0
AX49Y;2024;25;6.66;0.27;0
AL10M;2024;30;7.23;0.24;0
BX30V;2024;2;0.0;0.0;0
SE91B;2024;44;8.05;0.18;0
PO20W;2024;24;17.34;0.72;0
BX04W;2024;5;6.76;1.35;0
OX72W;2024;12;18.73;1.56;0
SE58L;2024;54;53.08;0.98;6
MA07K;2024;9;2.16;0.24;0
JX72W;2024;45;25.37;0.56;0
TX45Q;2024;37;344.27;9.3;11
PO43G;2024;7;1.66;0.24;0
CX75I;2024;61;128.96;2.11;0
AL74W;2024;28;11.94;0.43;0
BU26W;2024;36;56.9;1.58;0
HU51N;2024;189;1718.16;9.09;0
LX11M;2024;34;6.3;0.19;0
LX92Y;2024;18;3.98;0.22;0
CX59I;2024;30;12.39;0.41;0
LX01M;2024;29;133.07;4.59;0
BA63Y;2024;22;9.7;0.44;1
GR38K;2024;7;1.59;0.23;0
GR00Y;2024;49;9.24;0.19;0
SG10W;2024;20;3.3;0.16;0
TX35W;2024;62;71.48;1.15;68
LX44N;2024;276;225.65;0.82;0
TX74Y;2024;15;40.05;2.67;1
GI29T;2024;13;19.4;1.49;6
JX33K;2024;42;34.31;0.82;0
SO72W;2024;4;0.33;0.08;0
HX36W;2024;16;94.33;5.9;1
CO05J;2024;24;8.33;0.35;0
CA19H;2024;13;31.58;2.43;0
TF50Y;2024;10;0.66;0.07;0
MX59C;2024;24;5.02;0.21;0
JX21W;2024;10;9.81;0.98;0
SE68W;2024;762;83.87;0.11;0
